phish_attachment,phish_link,social_contact,macro_exec,powershell_exec,signed_binary_proxy,dll_sideload,scheduled_task,new_service,credential_access,valid_accounts_use,smb_lateral,rdp_lateral,ssh_lateral,network_discovery,defense_evasion,packed_payload,c2_beaconing,cloud_exfil,crypto_targeting,failed_login_burst,outbound_conn_count,rare_parent_child_score,offhours_activity_score,archive_attachment_kb,script_chain_depth,target
1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,3,15,0.53,0.685,268,1,0
0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,7,15,0.405,0.589,152,2,0
1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,5,24,0.926,0.352,1785,6,1
1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,8,23,0.739,0.765,2213,6,1
1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,16,0.053,0.38,493,2,0
0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,17,0.141,0.104,430,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,18,0.098,0.127,443,1,0
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,17,0.212,0.122,150,2,0
0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,3,26,0.752,0.704,337,3,1
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,18,0.142,0.181,174,1,0
1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,5,20,0.678,0.721,1395,2,1
0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,6,15,0.403,0.077,839,3,0
1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,8,25,0.726,0.582,2000,3,1
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,14,0.313,0.141,216,1,0
1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,8,25,0.698,0.621,458,5,1
1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,9,15,0.868,0.855,1474,3,1
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,17,0.247,0.373,968,3,0
0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,13,0.138,0.055,364,1,0
1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,14,0.173,0.16,648,3,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,15,0.047,0.271,259,3,0
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,16,0.089,0.658,416,3,0
1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,4,14,0.044,0.175,128,1,0
0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,6,15,0.831,0.723,1010,2,1
1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,7,22,0.745,0.728,1320,3,1
0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,2,12,0.143,0.427,484,3,0
1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,6,11,0.095,0.679,562,3,0
1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,13,0.201,0.122,423,1,0
1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,5,19,0.639,0.711,1401,3,1
1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,4,23,0.483,0.839,586,5,1
1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,3,22,0.679,0.804,1382,2,1
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,10,20,0.812,0.97,564,3,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,13,0.33,0.08,382,3,0
1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,21,0.406,0.33,620,2,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,10,0.569,0.374,577,3,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,16,0.422,0.105,993,3,0
1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,11,24,0.787,0.873,1680,2,1
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,15,0.401,0.613,592,1,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0.164,0.562,886,3,0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,12,0.395,0.043,577,2,0
1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,3,19,0.76,0.541,315,5,1
1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,8,21,0.515,0.763,2114,2,1
1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,6,21,0.616,0.561,2366,2,1
1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,11,27,0.758,0.877,1129,7,1
1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,6,22,0.676,0.66,1224,5,1
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,3,12,0.323,0.273,867,1,0
1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,6,21,0.774,0.623,300,4,1
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,11,0.36,0.18,322,3,0
1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,14,0.163,0.374,124,3,0
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,13,0.646,0.277,166,1,0
1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,5,18,0.836,0.509,892,2,1
0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,7,21,0.671,0.675,1226,7,1
0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,3,7,0.045,0.294,235,1,0
0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,3,14,0.219,0.302,149,1,0
1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,4,32,0.601,0.321,1214,4,1
1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,6,20,0.384,0.328,217,2,1
0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,6,11,0.375,0.192,779,2,0
0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,20,0.026,0.255,584,1,0
0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,9,0.152,0.172,780,1,0
0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,6,14,0.005,0.11,157,2,0
0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,5,18,0.917,0.453,295,5,1
0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,3,13,0.282,0.029,293,3,0
1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7,6,0.33,0.307,181,3,0
1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,5,13,0.107,0.215,816,3,0
1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,5,23,0.752,0.851,2148,2,1
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4,8,0.204,0.54,613,2,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,14,0.104,0.449,262,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,12,0.451,0.332,991,3,0
1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,7,22,0.693,0.664,1115,5,1
0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3,16,0.095,0.303,766,1,0
0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,3,9,0.071,0.274,494,3,0
1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,4,16,0.634,0.73,273,7,1
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,12,0.155,0.149,822,1,0
1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,4,19,0.394,0.641,1474,7,1
0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,22,0.562,0.21,960,3,0
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,8,0.378,0.524,127,3,0
1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,4,18,0.768,0.926,1928,5,1
1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,7,14,0.613,0.459,1271,6,1
1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,7,26,0.677,0.824,1238,3,1
0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,4,27,0.564,0.902,581,5,1
1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,8,22,0.694,0.582,330,7,1
0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,10,20,0.731,0.857,2232,4,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,17,0.31,0.359,607,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,15,0.298,0.201,495,3,0
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,4,13,0.186,0.128,198,2,0
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,6,10,0.126,0.135,418,2,0
1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,6,20,0.701,0.564,1002,4,1
1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,5,12,0.415,0.108,648,1,0
1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,5,14,0.761,0.846,391,7,1
1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,6,29,0.89,0.44,1471,6,1
0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,2,9,0.251,0.353,374,2,0
1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,9,23,0.91,0.313,2181,2,1
1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,5,20,0.652,0.61,1733,3,1
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,10,0.232,0.456,488,2,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,13,0.542,0.103,706,1,0
0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,6,22,0.81,0.648,2137,5,1
1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,5,26,0.676,0.811,1886,4,1
0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,12,0.259,0.365,408,2,0
0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,2,15,0.288,0.119,472,2,0
1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,8,20,0.76,0.728,2191,6,1
1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,7,23,0.907,0.266,1535,6,1
0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,4,8,0.275,0.2,223,3,0
0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,4,10,0.218,0.247,963,1,0
1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,4,30,0.824,0.853,2312,6,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,12,0.342,0.071,863,3,0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,0.322,0.342,982,3,0
1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,4,27,0.504,0.451,461,6,1
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,5,11,0.259,0.272,690,3,0
0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,5,29,0.864,0.732,1341,5,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,10,0.132,0.306,301,1,0
0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,2,17,0.753,0.642,555,5,1
1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,7,23,0.846,0.437,1516,6,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,21,0.166,0.118,909,1,0
1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,13,0.425,0.295,363,1,0
0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3,19,0.083,0.123,321,1,0
1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,2,11,0.242,0.211,279,1,0
0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,4,13,0.163,0.315,669,2,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,12,0.108,0.632,781,2,0
0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,4,9,0.245,0.175,218,2,0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,10,0.365,0.366,554,3,0
1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,8,19,0.534,0.795,649,2,1
0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,2,11,0.054,0.398,259,2,0
0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,5,10,0.164,0.298,879,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0.245,0.11,774,2,0
1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,14,0.324,0.038,854,3,0
1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,19,0.294,0.217,985,3,0
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0.231,0.233,130,1,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,4,10,0.254,0.065,694,2,0
0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,10,21,0.508,0.651,431,6,1
0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,9,22,0.588,0.848,1621,3,1
1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,3,23,0.982,0.355,945,5,1
1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,10,0.494,0.328,860,3,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,15,0.245,0.183,256,2,0
1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,7,28,0.532,0.276,2313,5,1
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,18,0.025,0.074,753,3,0
1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,7,16,0.845,0.747,299,2,1
0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,8,0.014,0.073,93,3,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,17,0.221,0.394,954,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,5,13,0.475,0.548,243,1,0
1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,8,20,0.553,0.414,1466,4,1
1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,13,0.059,0.289,568,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,17,0.614,0.367,508,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,18,0.281,0.124,402,1,0
1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,12,0.138,0.159,949,3,0
0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,7,9,0.615,0.132,190,2,0
0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,3,21,0.496,0.341,489,5,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12,0.408,0.125,808,2,0
0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,3,13,0.408,0.204,260,3,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,3,10,0.445,0.553,653,1,0
1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,8,0.435,0.301,417,2,0
1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,9,19,0.433,0.617,454,3,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3,13,0.305,0.135,895,3,0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,10,0.347,0.569,846,2,0
0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,2,16,0.801,0.828,1208,5,1
1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,4,20,0.839,0.724,1235,6,1
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,13,0.471,0.483,496,1,0
1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,14,0.178,0.237,763,3,0
0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,3,7,0.152,0.276,398,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,13,0.208,0.25,262,2,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,10,0.113,0.28,500,2,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,9,0.525,0.376,715,2,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,15,0.406,0.354,821,1,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,9,0.411,0.062,795,3,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,4,13,0.279,0.011,956,1,0
1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,4,32,0.38,0.979,1389,6,1
0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,4,11,0.694,0.323,952,1,0
0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,2,13,0.142,0.076,312,1,0
0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,8,24,0.889,0.753,1202,3,1
1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,5,17,0.902,0.484,382,3,1
1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,18,0.483,0.307,881,1,0
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,12,0.521,0.428,676,1,0
0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,14,0.42,0.217,672,2,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,5,8,0.442,0.27,524,2,0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0.064,0.361,808,3,0
1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,4,16,0.241,0.152,288,2,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,20,0.32,0.318,305,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0.3,0.628,922,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,19,0.204,0.142,197,3,0
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,9,0.373,0.059,335,1,0
1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,3,16,0.756,0.624,732,4,1
0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,20,0.282,0.171,910,1,0
1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,3,21,0.766,0.772,964,4,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,8,0.4,0.635,885,3,0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,13,0.527,0.182,665,2,0
1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,2,14,0.198,0.209,290,3,0
1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,3,27,0.457,0.761,569,7,1
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,0.413,0.077,663,3,0
0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,15,0.321,0.17,622,1,0
0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,4,16,0.958,0.767,250,4,1
1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,2,9,0.077,0.255,808,3,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,13,0.223,0.222,345,2,0
1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,8,13,0.069,0.344,874,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,12,0.469,0.232,382,3,0
0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,6,19,0.943,0.614,2002,3,1
0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,20,0.343,0.365,308,2,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,9,0.161,0.469,322,3,0
0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,6,23,0.912,0.43,1812,5,1
0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,7,16,0.178,0.032,465,3,0
1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,4,24,0.521,0.714,1745,3,1
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,3,13,0.234,0.28,718,1,0
1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,8,25,0.807,0.722,1287,6,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,14,0.478,0.212,696,3,0
0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,7,18,0.483,0.61,1001,5,1
1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,2,15,0.31,0.379,888,2,0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,11,0.546,0.37,271,1,0
0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,5,20,0.317,0.51,450,3,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,14,0.211,0.095,692,3,0
1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,9,0.218,0.23,232,3,0
1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,3,12,0.461,0.233,406,3,0
0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,6,13,0.391,0.412,678,1,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3,11,0.389,0.241,548,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0.232,0.336,733,2,0
1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,3,29,0.329,0.33,1182,2,1
1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,7,18,0.496,0.435,1435,4,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,4,9,0.265,0.168,302,3,0
0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,4,10,0.402,0.411,476,2,0
1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,5,26,0.879,0.933,2294,2,1
1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,7,16,0.725,0.823,1432,4,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,12,0.103,0.394,113,1,0
1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,7,13,0.826,0.825,1496,4,1
1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,8,23,0.461,0.751,1149,5,1
0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,5,18,0.378,0.163,789,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,11,0.312,0.313,680,3,0
0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,5,3,0.201,0.467,289,2,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,13,0.279,0.464,405,2,0
1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,18,0.342,0.195,928,3,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,14,0.363,0.376,555,2,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,15,0.338,0.287,978,3,0
0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,4,10,0.297,0.315,908,2,0
1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,11,27,0.884,0.732,2276,2,1
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,9,0.23,0.068,859,2,0
1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,6,0.113,0.171,497,2,0
1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,12,0.072,0.125,565,3,0
1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,19,0.467,0.376,984,3,0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,6,13,0.273,0.33,787,2,0
1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,3,23,0.986,0.442,1431,3,1
1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,6,15,0.855,0.887,666,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0.274,0.227,541,2,0
